label,pattern
SYMPTOM,"[{'LOWER': 'chronic'}, {'LOWER': 'avulsion'}, {'LOWER': 'fracture'}]"
SYMPTOM,"[{'LOWER': 'tore'}, {'LOWER': 'a'}, {'LOWER': 'ligament'}]"
SYMPTOM,[{'LOWER': 'fatigue'}]
SYMPTOM,"[{'LOWER': 'yellowish'}, {'LOWER': 'clear'}, {'LOWER': 'fluid'}]"
SYMPTOM,"[{'LOWER': 'hands'}, {'LOWER': 'are'}, {'LOWER': 'swollen'}]"
SYMPTOM,[{'LOWER': 'lightheaded'}]
SYMPTOM,"[{'LOWER': 'breathing'}, {'LOWER': 'too'}, {'LOWER': 'heavy'}]"
SYMPTOM,[{'LOWER': 'contractions'}]
SYMPTOM,[{'LOWER': 'concussion'}]
SYMPTOM,"[{'LOWER': 'grade'}, {'LOWER': 'ii'}, {'LOWER': 'sprain'}]"
SYMPTOM,"[{'LOWER': 'white'}, {'LOWER': 'spots'}]"
SYMPTOM,"[{'LOWER': 'sharp'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'skin'}, {'LOWER': 'infection'}]"
SYMPTOM,"[{'LOWER': 'bitten'}, {'LOWER': 'by'}, {'LOWER': 'a'}, {'LOWER': 'dog'}]"
SYMPTOM,[{'LOWER': 'bruised'}]
SYMPTOM,"[{'LOWER': 'sore'}, {'LOWER': 'throat'}]"
SYMPTOM,"[{'LOWER': 'abdominal'}, {'LOWER': 'cramps'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'the'}, {'LOWER': 'back'}]"
SYMPTOM,[{'LOWER': 'murmur'}]
SYMPTOM,[{'LOWER': 'anxious'}]
SYMPTOM,"[{'LOWER': 'back'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'vomiting'}]
SYMPTOM,"[{'LOWER': 'a'}, {'LOWER': 'snap'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'back'}]"
SYMPTOM,"[{'LOWER': 'white'}, {'LOWER': 'spot'}]"
SYMPTOM,"[{'LOWER': 'sticky'}, {'LOWER': 'stool'}]"
SYMPTOM,"[{'LOWER': 'low'}, {'LOWER': 'back'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'bloated'}]
SYMPTOM,"[{'LOWER': 'testicle'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'bad'}, {'LOWER': 'gas'}]"
SYMPTOM,[{'LOWER': 'blister'}]
SYMPTOM,[{'LOWER': 'exhausted'}]
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'left'}, {'LOWER': 'testicle'}]"
SYMPTOM,"[{'LOWER': 'vaginal'}, {'LOWER': 'bleeding'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'left'}, {'LOWER': 'arm'}]"
SYMPTOM,"[{'LOWER': 'runny'}, {'LOWER': 'nose'}]"
SYMPTOM,[{'LOWER': 'bloating'}]
SYMPTOM,"[{'LOWER': 'panic'}, {'LOWER': 'attacks'}]"
DRUG,[{'LOWER': 'ciprofloxacin'}]
DRUG,"[{'LOWER': 'folic'}, {'LOWER': 'acid'}]"
DRUG,"[{'LOWER': 'otc'}, {'LOWER': 'painkillers'}]"
DRUG,[{'LOWER': 'ibuprofen'}]
DRUG,[{'LOWER': 'nexplanon'}]
DRUG,[{'LOWER': 'robetussin'}]
DRUG,[{'LOWER': 'vaseline'}]
DRUG,[{'LOWER': 'linsinpro'}]
DRUG,[{'LOWER': 'nebulizer'}]
DRUG,[{'LOWER': 'dexedrine'}]
DRUG,[{'LOWER': 'progesterone'}]
DRUG,[{'LOWER': 'tylenol'}]
DRUG,[{'LOWER': 'augmentin'}]
DRUG,[{'LOWER': 'nortriptyline'}]
DRUG,"[{'LOWER': 'vitamin'}, {'LOWER': 'd3'}, {'LOWER': 'supplements'}]"
DRUG,"[{'LOWER': 'anti'}, {'LOWER': 'depressants'}]"
DRUG,"[{'LOWER': 'iron'}, {'LOWER': 'supplements'}]"
DRUG,[{'LOWER': 'soma'}]
DRUG,"[{'LOWER': 'sandoz'}, {'LOWER': 'ciprofloxacin'}, {'LOWER': 'dexamethasone'}]"
DRUG,[{'LOWER': 'spironolactone'}]
DRUG,[{'LOWER': 'biotin'}]
DRUG,[{'LOWER': 'cortisone'}]
DRUG,"[{'LOWER': 'cough'}, {'LOWER': 'syrup'}]"
DRUG,"[{'LOWER': 'sleeping'}, {'LOWER': 'pills'}]"
DRUG,[{'LOWER': 'lexapro'}]
DRUG,[{'LOWER': 'clonodine'}]
DRUG,"[{'LOWER': 'infants'}, {'LOWER': 'tylenol'}]"
DRUG,[{'LOWER': 'nasonex'}]
DRUG,[{'LOWER': 'neosporin'}]
DRUG,[{'LOWER': 'paxil'}]
DRUG,[{'LOWER': 'fluoxetine'}]
DRUG,[{'LOWER': 'antidepressants'}]
DRUG,[{'LOWER': 'metronidazole'}]
DRUG,[{'LOWER': 'levothyroxine'}]
DRUG,[{'LOWER': 'estradiol'}]
DRUG,"[{'LOWER': 'pfizer'}, {'LOWER': 'covid'}, {'LOWER': 'vaccine'}]"
DRUG,"[{'LOWER': 'rabies'}, {'LOWER': 'shot'}]"
DRUG,[{'LOWER': 'flonase'}]
DRUG,[{'LOWER': 'amoxicillin'}]
DRUG,[{'LOWER': 'lamictal'}]
DRUG,"[{'LOWER': 'iron'}, {'LOWER': 'tablets'}]"
DRUG,"[{'LOWER': 'flu'}, {'LOWER': 'shot'}]"
DRUG,"[{'LOWER': 'covid'}, {'LOWER': 'vaccine'}]"
DRUG,[{'LOWER': 'anxiolytics'}]
DRUG,[{'LOWER': 'motrin'}]
DRUG,[{'LOWER': 'escitalopram'}]
DRUG,"[{'LOWER': 'beta'}, {'LOWER': 'blockers'}]"
DRUG,[{'LOWER': 'ibuprofen'}]
DRUG,[{'LOWER': 'amnesteem'}]
DRUG,[{'LOWER': 'bupirone'}]
DRUG,[{'LOWER': 'zoloft'}]
DRUG,[{'LOWER': 'dextroamphetamine'}]
DRUG,[{'LOWER': 'carveidilol'}]
DRUG,[{'LOWER': 'propanolol'}]
DRUG,[{'LOWER': 'carvedilol'}]
DRUG,[{'LOWER': 'nsaids'}]
DRUG,"[{'LOWER': 'birth'}, {'LOWER': 'control'}]"
DRUG,[{'LOWER': 'ssris'}]
DRUG,[{'LOWER': 'propranolol'}]
DRUG,[{'LOWER': 'tagamet'}]
DRUG,[{'LOWER': 'augmentin'}]
DRUG,[{'LOWER': 'metoprolol'}]
DRUG,[{'LOWER': 'amlodipine'}]
DRUG,[{'LOWER': 'advil'}]
DRUG,[{'LOWER': 'hydroxyzine'}]
DRUG,[{'LOWER': 'ativan'}]
DRUG,[{'LOWER': 'pantoprazole'}]
DRUG,[{'LOWER': 'roacutan'}]
DRUG,"[{'LOWER': 'beta'}, {'LOWER': 'blocker'}]"
DRUG,[{'LOWER': 'lexapro'}]
DRUG,"[{'LOWER': 'levothyroxine'}, {'LOWER': 'sodium'}]"
DRUG,[{'LOWER': 'ssri'}]
DRUG,[{'LOWER': 'hydrozyxine'}]
DRUG,[{'LOWER': 'antihistamine'}]
DRUG,[{'LOWER': 'prilosec'}]
DRUG,[{'LOWER': 'levothyroxine'}]
DRUG,[{'LOWER': 'effexor'}]
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'attack'}]"
SYMPTOM,[{'LOWER': 'coughing'}]
SYMPTOM,"[{'LOWER': 'vaginal'}, {'LOWER': 'cervical'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'premature'}, {'LOWER': 'atrial'}, {'LOWER': 'contractions'}]"
SYMPTOM,"[{'LOWER': 'nausea'}, {'LOWER': 'and'}, {'LOWER': 'vomiting'}]"
SYMPTOM,[{'LOWER': 'metanephrines'}]
SYMPTOM,"[{'LOWER': 'stretch'}, {'LOWER': 'mark'}]"
SYMPTOM,"[{'LOWER': 'ingrown'}, {'LOWER': 'toenails'}]"
SYMPTOM,[{'LOWER': 'sweats'}]
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'on'}, {'LOWER': 'left'}, {'LOWER': 'side'}, {'LOWER': 'of'}, {'LOWER': 'chest'}, {'LOWER': 'and'}, {'LOWER': 'back'}]"
SYMPTOM,"[{'LOWER': 'extreme'}, {'LOWER': 'tachycardia'}]"
SYMPTOM,"[{'LOWER': 'numb'}, {'LOWER': 'patches'}]"
SYMPTOM,[{'LOWER': 'scars'}]
SYMPTOM,[{'LOWER': 'nauseous'}]
SYMPTOM,"[{'LOWER': 'sore'}, {'LOWER': 'muscle'}]"
SYMPTOM,[{'LOWER': 'heartburn'}]
SYMPTOM,[{'LOWER': 'vomiting'}]
SYMPTOM,"[{'LOWER': 'enlarged'}, {'LOWER': 'epididymis'}]"
SYMPTOM,"[{'LOWER': 'dryness'}, {'LOWER': 'on'}, {'LOWER': 'my'}, {'LOWER': 'skin'}]"
SYMPTOM,[{'LOWER': 'tightness'}]
SYMPTOM,"[{'LOWER': 'low'}, {'LOWER': 'potassium'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'right'}, {'LOWER': 'testicle'}]"
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'palpitations'}]"
SYMPTOM,"[{'LOWER': 'feverish'}, {'LOWER': 'feeling'}]"
SYMPTOM,[{'LOWER': 'numbness'}]
SYMPTOM,[{'LOWER': 'irritability'}]
SYMPTOM,"[{'LOWER': 'small'}, {'LOWER': 'arachnoid'}, {'LOWER': 'cyst'}]"
SYMPTOM,"[{'LOWER': 'panic'}, {'LOWER': 'attack'}]"
SYMPTOM,"[{'LOWER': 'tingling'}, {'LOWER': 'sensation'}]"
SYMPTOM,"[{'LOWER': 'shortness'}, {'LOWER': 'of'}, {'LOWER': 'breath'}]"
SYMPTOM,[{'LOWER': 'palpatations'}]
SYMPTOM,[{'LOWER': 'nausea'}]
SYMPTOM,[{'LOWER': 'tachycardia'}]
SYMPTOM,[{'LOWER': 'fatigue'}]
SYMPTOM,"[{'LOWER': 'ears'}, {'LOWER': 'started'}, {'LOWER': 'ringing'}]"
SYMPTOM,"[{'LOWER': 'discoloration'}, {'LOWER': 'in'}, {'LOWER': 'genitalia'}]"
SYMPTOM,"[{'LOWER': 'extreme'}, {'LOWER': 'anxiety'}]"
SYMPTOM,"[{'LOWER': 'chest'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'blurred'}, {'LOWER': 'vision'}]"
SYMPTOM,"[{'LOWER': 'stabbing'}, {'LOWER': 'headache'}]"
SYMPTOM,[{'LOWER': 'headache'}]
SYMPTOM,"[{'LOWER': 'eye'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'swollen'}, {'LOWER': 'veins'}]"
SYMPTOM,[{'LOWER': 'lightheaded'}]
SYMPTOM,"[{'LOWER': 'troponin'}, {'LOWER': 'test'}]"
SYMPTOM,"[{'LOWER': 'uncontrollably'}, {'LOWER': 'shivering'}]"
SYMPTOM,"[{'LOWER': 'recurring'}, {'LOWER': 'headaches'}]"
SYMPTOM,"[{'LOWER': 'pins'}, {'LOWER': 'and'}, {'LOWER': 'needles'}]"
SYMPTOM,"[{'LOWER': 'soreness'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'chest'}]"
SYMPTOM,"[{'LOWER': 'pill'}, {'LOWER': 'aspiration'}]"
SYMPTOM,[{'LOWER': 'hypertension'}]
SYMPTOM,"[{'LOWER': 'dry'}, {'LOWER': 'heaving'}]"
SYMPTOM,"[{'LOWER': 'qt'}, {'LOWER': 'prolongation'}]"
SYMPTOM,[{'LOWER': 'headaches'}]
SYMPTOM,"[{'LOWER': 'nail'}, {'LOWER': 'ingrown'}]"
SYMPTOM,[{'LOWER': 'thyroid'}]
SYMPTOM,[{'LOWER': 'numb'}]
SYMPTOM,"[{'LOWER': 'vagina'}, {'LOWER': 'hurts'}]"
DISEASE,[{'LOWER': 'uti'}]
DISEASE,[{'LOWER': 'dermatographia'}]
DISEASE,[{'LOWER': 'giloblastoma'}]
DISEASE,"[{'LOWER': 'depression'}, {'LOWER': 'dysphoria'}]"
DISEASE,[{'LOWER': 'anxiety'}]
DISEASE,"[{'LOWER': 'panic'}, {'LOWER': 'disorder'}]"
DISEASE,[{'LOWER': 'depression'}]
DISEASE,[{'LOWER': 'gad'}]
DISEASE,"[{'LOWER': 'yeast'}, {'LOWER': 'infection'}]"
DISEASE,"[{'LOWER': 'hashimotos'}, {'LOWER': 'thyroiditis'}]"
DISEASE,"[{'LOWER': 'blocked'}, {'LOWER': 'eustachian'}, {'LOWER': 'tubes'}]"
DISEASE,[{'LOWER': 'arrhythmia'}]
DISEASE,[{'LOWER': 'pneumonia'}]
DISEASE,[{'LOWER': 'adhd'}]
DISEASE,"[{'LOWER': 'small'}, {'LOWER': 'arachnoid'}, {'LOWER': 'cyst'}]"
DISEASE,"[{'LOWER': 'retinal'}, {'LOWER': 'vascular'}, {'LOWER': 'tortuosity'}]"
DISEASE,"[{'LOWER': 'vascular'}, {'LOWER': 'tortuosity'}]"
DISEASE,[{'LOWER': 'mdd'}]
DISEASE,"[{'LOWER': 'cardiac'}, {'LOWER': 'arrythmia'}]"
DISEASE,[{'LOWER': 'covid'}]
DISEASE,[{'LOWER': 'prostatitis'}]
DISEASE,[{'LOWER': 'gerd'}]
DISEASE,"[{'LOWER': 'obsessive'}, {'LOWER': 'compulsive'}, {'LOWER': 'disorder'}]"
DISEASE,"[{'LOWER': 'minor'}, {'LOWER': 'hypoglycemia'}]"
DISEASE,[{'LOWER': 'ocd'}]
DISEASE,"[{'LOWER': 'sinus'}, {'LOWER': 'tachycardia'}]"
DISEASE,[{'LOWER': 'hypothyroidism'}]
DISEASE,[{'LOWER': 'ibs'}]
